# p0, p1, p2, p3, p4, resistivity (kohm.cm)
    2.4410,   20.0127,    0.9366,    7.4147,    4.1266,   18.3711
    2.4775,   18.0156,    0.9514,    7.8774,    4.2501,   24.5903
    2.3066,   17.3329,    0.9556,    7.7542,    4.0243,   27.5080
    2.3058,   26.3129,    0.9340,    7.9048,    4.2207,    9.2231
    2.3878,   20.6684,    0.9318,    8.1859,    3.8197,   16.8585
    2.1444,   28.0933,    0.9476,    7.3774,    4.3285,    7.9098
    2.2944,   13.4857,    0.9423,    7.5212,    4.3185,   62.4291
    2.4163,   20.3141,    0.9281,    7.9762,    4.5737,   17.6503
    2.3210,   17.8929,    0.9284,    7.5082,    3.8690,   25.0779
    2.3943,   20.1194,    0.9229,    7.8147,    4.1089,   18.1108
    2.4140,   20.1847,    0.9599,    8.0861,    4.0891,   17.9543
    2.1865,   27.2753,    0.8881,    7.3973,    4.1857,    8.4739
    2.0878,   26.0930,    0.9510,    7.7454,    4.0888,    9.4089
    2.1237,   23.8051,    0.9387,    7.5638,    4.3910,   11.7537
    2.2938,   25.0896,    0.9535,    7.8432,    4.1379,   10.3372
    2.3570,   18.9600,    0.8854,    7.7471,    4.1082,   21.2921
    2.2875,   21.5371,    0.9179,    7.7049,    3.8824,   15.1379
    2.4118,   17.5395,    0.9029,    7.3778,    3.7896,   26.5699
    2.3061,   17.5732,    0.9080,    7.6211,    3.8923,   26.4217
    2.2162,   14.0330,    0.9595,    7.6682,    4.6530,   54.1076
    2.3561,   21.1587,    0.9530,    7.7533,    4.5774,   15.8517
    2.2776,   20.3493,    0.9483,    8.3763,    3.7465,   17.5690
    2.3559,   19.2370,    0.8784,    7.7343,    4.3390,   20.4561
    2.2887,   22.5167,    0.9455,    9.0387,    4.2480,   13.5089
    2.2356,   24.2780,    0.9257,    7.7996,    4.2469,   11.1984
    2.2016,   18.4045,    0.8930,    7.5269,    4.1730,   23.1406
    2.0533,   26.2006,    0.9427,    7.7631,    4.2274,    9.3173
    2.3854,   23.8656,    0.9514,    7.4926,    3.8470,   11.6803
    2.3755,   19.8960,    0.9580,    7.8186,    3.5493,   18.6629
    2.2755,   14.8714,    0.9586,    7.7045,    3.8540,   44.3664
    2.3212,   20.1389,    0.9456,    7.3999,    3.8721,   18.0637
    2.3232,   23.1400,    0.9320,    7.7799,    4.8578,   12.6117
    2.0852,   24.2901,    0.9083,    7.6623,    3.9570,   11.1848
    2.2011,   24.6719,    0.9438,    7.7925,    4.5229,   10.7669
    2.1656,   19.8433,    0.9327,    7.8350,    3.9588,   18.7968
    2.4579,   26.1206,    0.8768,    7.8469,    4.8062,    9.3853
    2.1579,   25.0071,    0.9579,    7.4951,    4.4584,   10.4198
    2.0670,   25.7387,    0.9420,    7.7738,    4.1840,    9.7211
    2.0474,   15.5257,    0.9520,    8.1417,    3.7268,   38.5521
    2.3319,   22.3597,    0.9167,    8.9891,    4.3849,   13.7509
    2.2329,   22.7642,    0.8976,    7.6115,    3.8187,   13.1409
    2.3978,   20.0748,    0.9581,    8.0937,    4.3352,   18.2188
    2.3478,   21.9372,    0.9266,    9.0304,    4.3788,   14.4370
    2.0826,   25.4666,    0.9128,    7.4688,    4.2312,    9.9721
    2.0475,   25.8720,    0.9526,    7.9159,    4.1561,    9.6018
    2.1560,   17.8778,    0.9345,    7.8277,    4.2391,   25.1387
    2.3615,   22.3017,    0.8998,    7.7077,    4.7648,   13.8420
    2.2093,   20.6990,    0.9567,    7.3593,    4.0575,   16.7928
    2.1818,   18.4217,    0.9011,    7.5752,    4.1980,   23.0797
    2.4182,   23.4171,    0.8931,    7.7751,    4.8119,   12.2427
    2.3025,   13.8143,    0.9420,    7.6827,    4.5688,   57.2101
    2.1404,   19.7485,    0.9150,    7.6104,    4.1497,   19.0421
    2.1788,   26.0260,    0.8983,    7.4393,    4.4941,    9.4668
    2.4637,   21.1503,    0.9242,    7.3450,    4.6585,   15.8682
    2.1219,   23.9131,    0.9485,    7.4025,    4.5711,   11.6232
    2.4157,   18.9328,    0.9407,    7.5250,    4.2809,   21.3773
    2.2748,   18.7156,    0.9433,    7.3977,    4.5421,   22.0757
    2.2180,   24.7796,    0.9065,    7.4543,    4.2503,   10.6534
    2.4167,   25.9210,    0.9554,    7.7593,    4.6367,    9.5585
    2.4091,   22.2666,    0.9250,    7.7061,    3.7415,   13.8977
    2.2752,   15.2652,    0.9569,    8.1357,    4.4608,   40.7138
    2.3480,   20.7071,    0.8976,    7.8103,    4.6886,   16.7754
    2.3035,   21.1704,    0.9585,    7.4295,    3.6860,   15.8288
    2.3517,   19.0144,    0.8901,    7.4275,    3.9899,   21.1238
    2.3140,   20.7239,    0.9506,    8.1573,    4.8022,   16.7394
    2.2543,   19.9288,    0.8971,    7.8279,    4.1625,   18.5801
    2.3284,   19.6322,    0.9266,    8.1300,    3.7266,   19.3496
    2.3178,   15.7901,    0.9511,    8.0758,    4.6914,   36.5365
    2.3816,   22.1740,    0.9260,    8.7982,    4.5759,   14.0459
    2.2591,   23.7392,    0.9571,    7.5520,    4.2138,   11.8347
    2.3627,   21.9046,    0.9219,    7.7164,    3.6217,   14.4922
    2.2220,   27.1270,    0.9596,    8.4908,    4.4067,    8.5829
    2.1290,   25.3476,    0.9073,    7.6779,    3.8387,   10.0851
    2.0625,   25.6087,    0.9275,    7.4389,    4.2030,    9.8398
    2.4441,   23.1481,    0.9182,    7.5322,    3.7233,   12.6007
    2.3821,   19.1618,    0.8770,    7.6395,    4.0398,   20.6778
    2.2604,   26.8241,    0.9450,    7.9778,    4.1945,    8.8127
    2.1118,   27.4712,    0.9522,    7.5262,    3.9931,    8.3332
    2.2249,   25.6512,    0.9489,    7.5318,    4.5626,    9.8008
    2.3745,   20.7257,    0.9474,    7.4346,    4.7937,   16.7356
    2.3475,   22.8568,    0.9441,    7.4926,    3.6515,   13.0073
    2.4330,   13.8887,    0.9318,    7.3621,    4.5792,   56.1235
    2.4179,   21.9388,    0.9467,    7.8744,    3.9774,   14.4343
    2.2471,   21.8339,    0.9391,    7.7466,    4.2266,   14.6130
    2.4414,   14.7427,    0.9512,    7.5205,    4.3301,   45.6739
    2.2875,   25.1908,    0.9102,    7.6737,    4.4507,   10.2371
    2.3014,   20.6996,    0.9294,    8.5171,    4.6262,   16.7913
    2.3860,   22.2076,    0.9567,    8.6654,    4.8858,   13.9919
    2.2042,   13.7544,    0.9576,    7.3896,    3.8881,   58.1088
    2.4023,   13.4030,    0.9416,    7.6755,    4.7507,   63.8622
    2.1458,   18.9297,    0.9568,    8.0999,    3.8746,   21.3869
    2.3298,   26.6933,    0.9198,    7.9034,    4.0456,    8.9149
    2.1625,   13.8808,    0.9596,    7.5788,    4.3817,   56.2384
    2.2859,   19.2796,    0.9239,    7.8893,    3.9064,   20.3320
    2.1839,   19.4625,    0.9411,    7.9421,    4.1543,   19.8129
    2.4618,   21.0013,    0.9173,    7.8784,    4.2606,   16.1642
    2.3960,   22.0726,    0.9011,    7.8833,    4.8772,   14.2113
    2.3433,   20.0377,    0.9213,    7.7743,    4.1696,   18.3096
    2.4088,   18.6160,    0.9593,    7.6286,    4.2953,   22.4082
    2.4685,   19.0387,    0.9347,    7.5528,    4.1079,   21.0491
    2.4810,   20.0318,    0.8900,    7.5873,    4.7935,   18.3242
    2.3200,   22.8522,    0.9526,    7.5776,    3.8739,   13.0139
    2.1622,   25.8236,    0.9157,    7.6258,    3.7262,    9.6449
    2.1605,   25.8332,    0.9337,    7.6452,    4.2083,    9.6362
    2.3021,   25.1912,    0.9404,    7.6967,    4.4101,   10.2367
    2.3998,   17.0585,    0.9471,    7.4919,    4.1846,   28.8376
    2.2015,   19.3965,    0.9420,    7.6258,    3.7958,   19.9978
    2.3182,   16.9997,    0.9401,    7.6969,    3.9965,   29.1355
    2.0464,   26.2699,    0.9377,    7.4625,    3.7921,    9.2590
    2.2707,   23.0072,    0.9147,    7.3832,    4.8413,   12.7948
    2.4589,   18.6956,    0.8532,    7.6133,    4.3324,   22.1419
    2.2526,   24.7717,    0.8828,    7.4564,    3.8866,   10.6617
    2.4487,   21.7698,    0.9357,    8.2286,    4.8194,   14.7239
    2.2537,   26.0938,    0.9062,    7.6464,    4.2554,    9.4082
    2.3119,   19.3559,    0.9563,    7.9535,    3.7603,   20.1128
    2.3476,   20.7973,    0.9473,    8.6811,    4.6631,   16.5841
    2.4124,   24.0241,    0.9138,    7.8787,    4.8669,   11.4914
    2.4497,   19.9944,    0.9485,    7.8168,    3.9965,   18.4163
    2.1067,   25.2571,    0.9389,    7.5387,    3.9130,   10.1724
    2.0609,   25.1724,    0.9567,    8.0736,    3.8918,   10.2552
    2.4644,   13.9743,    0.9127,    7.6357,    4.8858,   54.9142
    2.3869,   17.6902,    0.8949,    7.5279,    4.2528,   25.9170
    2.3282,   19.5644,    0.9126,    7.6116,    3.9012,   19.5328
    2.0729,   26.7200,    0.9422,    7.6681,    4.0399,    8.8939
    2.3298,   15.6350,    0.9516,    7.7180,    4.4366,   37.6980
    2.2819,   19.1128,    0.9466,    8.3259,    4.1905,   20.8244
    2.1699,   26.0282,    0.9223,    7.7491,    4.2524,    9.4648
    2.1925,   21.7574,    0.9259,    7.6105,    3.7418,   14.7456
    2.4332,   17.5110,    0.9474,    7.5812,    4.1009,   26.6964
    2.3244,   18.3642,    0.8920,    7.6796,    4.1255,   23.2845
    2.2956,   24.8000,    0.9242,    7.7608,    4.3699,   10.6321
    2.3536,   18.4856,    0.9135,    7.7361,    4.0289,   22.8553
    2.4254,   21.1306,    0.9236,    7.9522,    3.8450,   15.9067
    2.2340,   15.3332,    0.9328,    7.4733,    4.1966,   40.1314
    2.2894,   19.8377,    0.9329,    8.0234,    4.1190,   18.8112
    2.4489,   20.2232,    0.8992,    7.5248,    4.1213,   17.8630
    2.0116,   25.7559,    0.9448,    7.7946,    4.2983,    9.7056
    2.3302,   21.5737,    0.9312,    7.4478,    4.6984,   15.0717
    2.4388,   21.2705,    0.9311,    7.6582,    4.8224,   15.6353
    2.4631,   19.3268,    0.9128,    7.9452,    4.2875,   20.1961
    2.4027,   13.5360,    0.9558,    7.6044,    4.4041,   61.5828
    2.4393,   17.8137,    0.9369,    7.3865,    3.7338,   25.4005
    2.1391,   26.3048,    0.9354,    7.7288,    4.2728,    9.2298
    2.4809,   20.5568,    0.9173,    7.6463,    3.9626,   17.1018
    2.1168,   25.4109,    0.9006,    7.5129,    4.3604,   10.0248
    2.1235,   24.9918,    0.9274,    7.4849,    4.2111,   10.4354
    2.2575,   26.0146,    0.9046,    7.6926,    3.8156,    9.4767
    2.1213,   25.8410,    0.9179,    7.5747,    4.3234,    9.6293
    2.2446,   19.6507,    0.9476,    7.6062,    3.5342,   19.3003
    2.2628,   17.8897,    0.9124,    7.9256,    3.9605,   25.0906
    2.4396,   18.3577,    0.9136,    7.4556,    4.2328,   23.3080
    2.3778,   26.3086,    0.8526,    7.3948,    4.4646,    9.2267
    2.3814,   18.4869,    0.9579,    7.8582,    4.1859,   22.8508
    2.0837,   16.7659,    0.9549,    7.9186,    3.8756,   30.3702
    2.3415,   23.4861,    0.9438,    8.4768,    4.7853,   12.1533
    2.1933,   23.9597,    0.9361,    7.4455,    4.4326,   11.5675
    2.2172,   25.2985,    0.9252,    7.4845,    4.2420,   10.1323
    2.4074,   25.3654,    0.9350,    7.4904,    4.8577,   10.0681
    2.4276,   23.3396,    0.9398,    7.4819,    3.9207,   12.3441
    2.4000,   19.2717,    0.9159,    7.8375,    3.7496,   20.3548
    2.1714,   25.7405,    0.9081,    7.5530,    4.2219,    9.7195
    2.4807,   18.8522,    0.9129,    7.3809,    4.1195,   21.6323
    2.1438,   21.4435,    0.9549,    7.3520,    4.6537,   15.3098
    2.3821,   24.6028,    0.9291,    7.4592,    3.7493,   10.8406
    2.2858,   20.7734,    0.9319,    8.4459,    4.2908,   16.6346
    2.4441,   18.6672,    0.9534,    7.8960,    4.2403,   22.2361
    2.2306,   25.1511,    0.9190,    7.8194,    4.2222,   10.2762
    2.3457,   20.0211,    0.9214,    7.7615,    4.1774,   18.3503
    2.2766,   25.2914,    0.9518,    7.6436,    4.3510,   10.1391
    2.3817,   18.5434,    0.9368,    7.4536,    4.0685,   22.6554
    2.3546,   14.3925,    0.9290,    7.4808,    4.5643,   49.5541
    2.3710,   18.0177,    0.9297,    7.5131,    4.0091,   24.5821
    2.2094,   16.4809,    0.9263,    7.8045,    4.1313,   31.9909
    2.3224,   20.9344,    0.9447,    7.4343,    4.7075,   16.3001
    2.2403,   27.0244,    0.8999,    7.3938,    4.0477,    8.6597
    2.1862,   23.8366,    0.9111,    7.8529,    4.1629,   11.7155
    2.4592,   19.3096,    0.9251,    7.5476,    4.3796,   20.2455
    2.3571,   21.7639,    0.8961,    7.7855,    4.5271,   14.7343
    2.2521,   23.8769,    0.8869,    7.6147,    3.8125,   11.6668
    2.2344,   20.7136,    0.9555,    7.9745,    4.6948,   16.7615
    2.4634,   22.3307,    0.8699,    7.6982,    4.7810,   13.7963
    2.2708,   19.1535,    0.9109,    7.4367,    4.1365,   20.7024
    2.3603,   19.6567,    0.9343,    7.4025,    4.1454,   19.2843
    2.4855,   21.3254,    0.9558,    7.7830,    4.7930,   15.5308
    2.3098,   22.9647,    0.9121,    7.8794,    4.6403,   12.8543
    2.4796,   13.8244,    0.9285,    7.5048,    4.5545,   57.0608
    2.2472,   25.4844,    0.9134,    7.6434,    4.5497,    9.9553
    2.3756,   17.2602,    0.9298,    7.9087,    4.0363,   27.8506
    2.2966,   19.5849,    0.9507,    7.6048,    4.3103,   19.4772
    2.3857,   24.1587,    0.9208,    8.1179,    4.3474,   11.3346
    2.4529,   27.2636,    0.9166,    8.0852,    4.5344,    8.4824
    2.1392,   26.1563,    0.9525,    8.2030,    3.6291,    9.3548
    2.4333,   17.5278,    0.9134,    7.5321,    3.8424,   26.6216
    2.4930,   24.9501,    0.8984,    8.0954,    4.4891,   10.4776
    2.4614,   24.2404,    0.8817,    7.4176,    4.7892,   11.2410
    2.3943,   20.9351,    0.9312,    7.8257,    4.8991,   16.2986
    2.2999,   24.5027,    0.9288,    7.6113,    4.0479,   10.9489
    2.1744,   20.2170,    0.9295,    7.5548,    3.7418,   17.8777
    2.4464,   21.8455,    0.9476,    7.5328,    4.9200,   14.5931
    2.4563,   18.4681,    0.9272,    7.3682,    3.8449,   22.9167
    2.4033,   19.6213,    0.9511,    7.6826,    4.0753,   19.3788
    2.4908,   19.8384,    0.8924,    7.3537,    3.9602,   18.8093
    2.2964,   22.9720,    0.9226,    7.7162,    4.7489,   12.8440
    2.4428,   14.1895,    0.9456,    7.5657,    4.0100,   52.0479
    2.2603,   25.0266,    0.9319,    7.5042,    4.2583,   10.4002
    2.3341,   23.7184,    0.9232,    7.4993,    3.6300,   11.8604
    2.3139,   23.1441,    0.9250,    7.9499,    3.9783,   12.6060
    2.2722,   19.4968,    0.9579,    8.1170,    3.9792,   19.7180
    2.3856,   20.0235,    0.9380,    7.5267,    4.6009,   18.3446
    2.3890,   20.0911,    0.8921,    7.5671,    4.1085,   18.1791
    2.4144,   22.3949,    0.9253,    7.8775,    4.8097,   13.6961
    2.3526,   22.1746,    0.9096,    7.6780,    4.8257,   14.0450
    2.4116,   13.9850,    0.9385,    7.6766,    4.7298,   54.7652
    2.3633,   22.9654,    0.9303,    7.7333,    3.6474,   12.8533
    2.3887,   19.4600,    0.9139,    7.5426,    4.1965,   19.8199
    2.2581,   24.6922,    0.9303,    7.4807,    4.4060,   10.7453
    2.4212,   25.5968,    0.9433,    8.0342,    4.5540,    9.8507
    2.3005,   18.0327,    0.9310,    7.3916,    4.2565,   24.5236
    2.2588,   25.2886,    0.9109,    7.4044,    4.1081,   10.1419
    2.3476,   21.2696,    0.9294,    8.1285,    4.8079,   15.6370
    2.3727,   13.7787,    0.9471,    7.4225,    4.3995,   57.7419
    2.3481,   20.6320,    0.9322,    7.5805,    4.3259,   16.9371
    2.4016,   20.0674,    0.9322,    8.0996,    4.4546,   18.2368
    2.2040,   22.6993,    0.9400,    8.4423,    3.9591,   13.2359
    2.1799,   24.4787,    0.9567,    7.7438,    4.0363,   10.9752
    2.3123,   19.3953,    0.9373,    7.4567,    3.8686,   20.0011
    2.3702,   17.3891,    0.9180,    7.5256,    3.9150,   27.2479
    2.3582,   17.3150,    0.9166,    7.4632,    3.6663,   27.5920
    2.1328,   25.6016,    0.9253,    8.0078,    3.8226,    9.8463
    2.3078,   20.0169,    0.8926,    7.4429,    4.3682,   18.3609
    2.1286,   25.8641,    0.9459,    7.4505,    4.4112,    9.6087
    2.2364,   21.7542,    0.9346,    7.7624,    3.8996,   14.7512
    2.3855,   24.2506,    0.8856,    7.8329,    4.4085,   11.2296
    2.3156,   20.3685,    0.9387,    7.9938,    3.8143,   17.5250
    2.4452,   20.5048,    0.9567,    7.6264,    3.9267,   17.2169
    2.2328,   26.9136,    0.8869,    7.6369,    4.3675,    8.7438
    2.2936,   20.9877,    0.9562,    7.5966,    4.6947,   16.1917
    2.2555,   17.5826,    0.9329,    7.5980,    3.9536,   26.3807
    2.3345,   19.8089,    0.9051,    7.7546,    4.2060,   18.8854
    2.4347,   20.3408,    0.9453,    7.7940,    3.9233,   17.5886
    2.4853,   13.6308,    0.9592,    7.5918,    4.6084,   60.0361
    2.2924,   25.8626,    0.9312,    7.8494,    4.3877,    9.6101
    2.2566,   25.7960,    0.9398,    7.5305,    4.2665,    9.6695
    2.2501,   24.2460,    0.9056,    7.3791,    4.3265,   11.2348
    2.2571,   18.9224,    0.9238,    7.3951,    3.9796,   21.4098
    2.2249,   24.4325,    0.9534,    7.9373,    4.9383,   11.0260
    2.3382,   20.3365,    0.9223,    7.4607,    4.3544,   17.5985
    2.3164,   24.8603,    0.9189,    8.0226,    4.0496,   10.5696
    2.3617,   22.9440,    0.9048,    7.5416,    3.8530,   12.8834
    2.4364,   18.9703,    0.9563,    7.4727,    4.3764,   21.2602
    2.4094,   20.8159,    0.9413,    7.7258,    4.6597,   16.5451
    2.4026,   17.6964,    0.9202,    7.4086,    4.4363,   25.8905
    2.3584,   19.7287,    0.9150,    7.5176,    4.2763,   19.0939
    2.3339,   19.3617,    0.9462,    7.3527,    4.1386,   20.0962
    2.3627,   18.7804,    0.8809,    7.5733,    4.0561,   21.8637
    2.3512,   18.6074,    0.9506,    7.6845,    3.8596,   22.4371
    2.4733,   14.1205,    0.8974,    7.4222,    4.4496,   52.9405
    2.2770,   16.2940,    0.9157,    7.5585,    4.2448,   33.1288
    2.1319,   23.9173,    0.9179,    7.4458,    3.5566,   11.6182
    2.2926,   14.6517,    0.9205,    7.3929,    4.0418,   46.6351
    2.2879,   22.0812,    0.9531,    7.9443,    3.7789,   14.1973
    2.2593,   20.3085,    0.9557,    7.7202,    3.5763,   17.6632
    2.4331,   19.5699,    0.8964,    7.5784,    4.1865,   19.5178
    2.0445,   26.1660,    0.9534,    7.4968,    4.2675,    9.3466
    2.3464,   17.5683,    0.9392,    7.5999,    4.2001,   26.4429
    2.4057,   15.2365,    0.9487,    7.7995,    4.4513,   40.9643
    2.3324,   26.2924,    0.9348,    7.9015,    4.3992,    9.2402
    2.0380,   26.2870,    0.9389,    7.4313,    4.6531,    9.2446
    2.2078,   25.7448,    0.8985,    7.7569,    4.1653,    9.7156
    2.2817,   20.3206,    0.9547,    8.4582,    4.9009,   17.6353
    2.4361,   21.6825,    0.9388,    7.4847,    4.7967,   14.8771
    2.2768,   20.7722,    0.9085,    7.5921,    4.1149,   16.6370
    2.4564,   15.3849,    0.9101,    7.5544,    4.6458,   39.6972
    2.1518,   21.0604,    0.9574,    8.7997,    4.2166,   16.0458
    2.3204,   21.0743,    0.9506,    8.0223,    4.6493,   16.0182
    2.2126,   25.3300,    0.9520,    7.6814,    4.1064,   10.1020
    2.0428,   25.7290,    0.9459,    7.6232,    4.0474,    9.7299
    2.4469,   16.5316,    0.9087,    7.6968,    4.6725,   31.6927
    2.2908,   26.1147,    0.9261,    8.2277,    3.9913,    9.3903
    2.3665,   16.0499,    0.9124,    7.7474,    4.3837,   34.7140
    2.2072,   25.2887,    0.9424,    7.3426,    4.6392,   10.1418
    2.4775,   13.3789,    0.8998,    7.4681,    4.8144,   64.2885
    2.3475,   17.5053,    0.8984,    7.4997,    4.0742,   26.7215
    2.4092,   14.1131,    0.9518,    7.7380,    4.3717,   53.0380
    2.2027,   26.6626,    0.9087,    8.0879,    4.2848,    8.9391
    2.4552,   19.3818,    0.9246,    7.6518,    3.7557,   20.0395
    2.3326,   26.5697,    0.9166,    7.7511,    4.7235,    9.0133
    2.3446,   19.2778,    0.8851,    7.6026,    4.1358,   20.3372
    2.4531,   23.2134,    0.9097,    7.3988,    3.7553,   12.5122
    2.1980,   24.8199,    0.9273,    7.5226,    4.3301,   10.6115
    2.2142,   24.2023,    0.9543,    7.9897,    4.4107,   11.2846
    2.3821,   22.1520,    0.9369,    7.5906,    3.5752,   14.0816
    2.2285,   21.0254,    0.9578,    8.1964,    3.7356,   16.1158
    2.2132,   20.8836,    0.9520,    7.6321,    3.5626,   16.4045
    2.4327,   20.9411,    0.9039,    7.8026,    4.4897,   16.2865
    2.1959,   24.9104,    0.9032,    7.8623,    4.1975,   10.5181
    2.4156,   23.3025,    0.9321,    8.3074,    4.8974,   12.3931
    2.4023,   18.5266,    0.9299,    7.5491,    3.6713,   22.7134
    2.1931,   24.1492,    0.9416,    7.6581,    3.9402,   11.3455
    2.3134,   14.2818,    0.9309,    7.5275,    4.2700,   50.8901
    2.2857,   24.3492,    0.9291,    8.6011,    4.6352,   11.1184
    2.3155,   22.2218,    0.9415,    8.0412,    4.7041,   13.9691
    2.1139,   26.2359,    0.9259,    8.2144,    4.0949,    9.2875
    2.3814,   18.4632,    0.9066,    7.7419,    4.3895,   22.9337
    2.4092,   21.2755,    0.9522,    8.0019,    3.9941,   15.6259
    2.3612,   18.5558,    0.9275,    7.5450,    3.7053,   22.6130
    2.3986,   23.1284,    0.9097,    7.8149,    4.3739,   12.6276
    2.2668,   19.9380,    0.9495,    7.3640,    4.9109,   18.5570
    2.1070,   26.1019,    0.9517,    8.0088,    4.3584,    9.4013
    2.2792,   18.7896,    0.9364,    7.4347,    4.1248,   21.8339
    2.0762,   24.3575,    0.9312,    7.5213,    4.1598,   11.1092
    2.0691,   26.0529,    0.9048,    7.3498,    3.6825,    9.4435
    2.3861,   14.8796,    0.9530,    7.9472,    4.4464,   44.2856
    2.1269,   25.8062,    0.9298,    7.5684,    4.2351,    9.6604
    2.4479,   18.5886,    0.9360,    7.7443,    4.1241,   22.5008
    2.3923,   23.0498,    0.9135,    7.4207,    3.6487,   12.7356
    2.3231,   26.3048,    0.9568,    7.8848,    4.4668,    9.2298
    2.3892,   21.4074,    0.9260,    7.4169,    4.7119,   15.3768
    2.3623,   25.1434,    0.9242,    7.5997,    4.0251,   10.2838
    2.3181,   19.7065,    0.9270,    7.4726,    4.1170,   19.1522
    2.1456,   24.3209,    0.9448,    8.4330,    4.2441,   11.1501
    2.4676,   18.2897,    0.8666,    7.6257,    4.5722,   23.5544
    2.4265,   22.4113,    0.8749,    7.5566,    4.7554,   13.6706
    2.3142,   13.5466,    0.9445,    7.5172,    4.5053,   61.4072
    2.2289,   26.4011,    0.9073,    7.8366,    4.3268,    9.1501
    2.2514,   19.1554,    0.9075,    7.4387,    4.1280,   20.6969
    2.3865,   17.4742,    0.8861,    7.3880,    4.1661,   26.8610
    2.4127,   13.5977,    0.9304,    7.3832,    4.7847,   60.5689
    2.2820,   21.0368,    0.9258,    7.4520,    4.7448,   16.0929
    2.3602,   16.5682,    0.9149,    7.8670,    4.4203,   31.4804
    2.2526,   23.0682,    0.9535,    8.9994,    4.3180,   12.7101
    2.2659,   21.8378,    0.9181,    7.5519,    4.8547,   14.6064
    2.1768,   18.7763,    0.9382,    7.7882,    4.0602,   21.8770
    2.3509,   24.2712,    0.8617,    7.3446,    3.9342,   11.2062
